CBSA	Metropolitan_Area_Name	yr	qtr	index_nsa	index_sa	Note
33340	"Milwaukee-Waukesha-West Allis, WI"	1992	3	110.8	109.57	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1992	4	111.87	111.29	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1993	1	112.72	112.65	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1993	2	116.18	114.62	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1993	3	118.24	116.9	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1993	4	120.28	119.68	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1994	1	122.2	122.08	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1994	2	124.78	123.18	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1994	3	124.75	123.25	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1994	4	124.29	123.7	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1995	1	124.92	124.77	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1995	2	127.39	125.88	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1995	3	129.45	127.78	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1995	4	129.17	128.59	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1996	1	129	128.81	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1996	2	131.81	130.34	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1996	3	132.94	131.15	"                                                                                               "
33340	"Milwaukee-Waukesha-West Allis, WI"	1996	4	131.84	131.25	"                                                                                               "
