,,"All values, costs, and indexes are in current dollars (nominals)",,,,,
"STATE","Date","Home Value","Structure Cost","Land Value","Land Share","Home Price Index","Land Price Index"
"ID","1976Q2",32335,28839,3496,0.1081215261,0.239,0.000
"ID","1976Q3",33271,29457,3814,0.1146305197,0.245,0.000
"ID","1976Q4",34380,30195,4185,0.1217315763,0.254,0.000
"ID","1977Q1",35685,30991,4694,0.1315401727,0.263,0.000
"ID","1977Q2",37178,31862,5316,0.1429870762,0.274,0.000
"ID","1977Q3",38836,32749,6086,0.156722474,0.287,0.000
"ID","1977Q4",40543,33598,6944,0.1712845692,0.299,0.000
"ID","1978Q1",42189,34396,7793,0.1847080424,0.311,0.000
"ID","1978Q2",43679,35138,8541,0.1955447363,0.322,0.000
"ID","1978Q3",44981,35900,9081,0.2018812421,0.332,0.000
"ID","1978Q4",46110,36741,9369,0.2031805115,0.340,0.000
"ID","1979Q1",47144,37708,9436,0.2001562283,0.348,0.000
"ID","1979Q2",48078,38763,9315,0.1937496486,0.355,0.000
"ID","1979Q3",49011,39848,9162,0.186946836,0.362,0.000
"ID","1979Q4",49903,40910,8993,0.1802088632,0.368,0.000
"ID","1980Q1",50718,41864,8853,0.1745620698,0.374,0.000
"ID","1980Q2",51488,42777,8711,0.1691826029,0.380,0.000
"ID","1980Q3",52286,43659,8627,0.1649911255,0.386,0.000
"ID","1980Q4",52985,44531,8454,0.1595526015,0.391,0.000
"ID","1981Q1",53613,45458,8155,0.1521042888,0.396,0.000
"ID","1981Q2",54032,46399,7632,0.1412580174,0.399,0.000
"ID","1981Q3",54463,47380,7083,0.130048105,0.402,0.000
"ID","1981Q4",54948,48419,6528,0.1188120977,0.405,0.000
"ID","1982Q1",55217,49440,5777,0.1046259293,0.407,0.000
"ID","1982Q2",55556,50436,5120,0.0921624422,0.410,0.000
"ID","1982Q3",55856,51310,4546,0.0813860085,0.412,0.000
"ID","1982Q4",56182,51963,4218,0.0750837962,0.415,0.000
"ID","1983Q1",56384,52320,4065,0.0720872685,0.416,0.000
"ID","1983Q2",56488,52458,4030,0.0713422443,0.417,0.000
"ID","1983Q3",56643,52466,4177,0.0737438097,0.418,0.000
"ID","1983Q4",56924,52438,4486,0.0788047524,0.420,0.000
"ID","1984Q1",57310,52559,4751,0.0829043569,0.423,0.000
"ID","1984Q2",57790,52747,5043,0.087263309,0.426,0.000
"ID","1984Q3",58369,53024,5345,0.091568702,0.431,0.000
"ID","1984Q4",58957,53407,5550,0.0941431925,0.435,0.000
"ID","1985Q1",59519,53847,5672,0.0952905621,0.439,0.000
"ID","1985Q2",60109,54336,5774,0.0960541259,0.443,0.000
"ID","1985Q3",60605,54800,5804,0.0957740393,0.447,0.000
"ID","1985Q4",60964,55169,5795,0.0950583747,0.450,0.000
"ID","1986Q1",61254,55392,5862,0.095696892,0.452,0.000
"ID","1986Q2",61475,55520,5955,0.0968755988,0.454,0.000
"ID","1986Q3",61644,55623,6021,0.0976727451,0.455,0.000
"ID","1986Q4",61719,55775,5944,0.0963043465,0.455,0.000
"ID","1987Q1",61667,56067,5600,0.0908133137,0.455,0.000
"ID","1987Q2",61496,56463,5033,0.0818470735,0.454,0.000
"ID","1987Q3",61309,56930,4379,0.0714207989,0.452,0.000
"ID","1987Q4",61268,57444,3824,0.062418764,0.452,0.000
"ID","1988Q1",61397,57936,3461,0.0563677227,0.453,0.000
"ID","1988Q2",61635,58427,3208,0.0520449081,0.455,0.000
"ID","1988Q3",61992,58893,3100,0.05,0.457,0.000
"ID","1988Q4",62546,59419,3127,0.05,0.461,0.000
"ID","1989Q1",63335,60168,3167,0.05,0.467,0.000
"ID","1989Q2",64283,61069,3214,0.05,0.474,0.000
"ID","1989Q3",65382,62113,3269,0.05,0.482,0.000
"ID","1989Q4",66619,63288,3331,0.05,0.492,0.000
"ID","1990Q1",67987,64587,3399,0.05,0.502,0.000
"ID","1990Q2",69405,65935,3470,0.05,0.512,0.000
"ID","1990Q3",70943,67396,3547,0.05,0.523,0.001
"ID","1990Q4",72407,68787,3620,0.05,0.534,0.001
"ID","1991Q1",73886,70192,3694,0.05,0.545,0.001
"ID","1991Q2",75429,71658,3771,0.05,0.557,0.001
"ID","1991Q3",77110,73254,3855,0.05,0.569,0.002
"ID","1991Q4",78942,74995,3947,0.05,0.582,0.003
"ID","1992Q1",80904,76858,4045,0.05,0.597,0.004
"ID","1992Q2",82990,78841,4150,0.05,0.612,0.006
"ID","1992Q3",85199,80939,4260,0.05,0.629,0.008
"ID","1992Q4",87540,83163,4377,0.05,0.646,0.012
"ID","1993Q1",89983,85484,4499,0.05,0.664,0.018
"ID","1993Q2",92493,87868,4625,0.05,0.682,0.026
"ID","1993Q3",95047,90295,4752,0.05,0.701,0.037
"ID","1993Q4",97541,92664,4877,0.05,0.720,0.050
"ID","1994Q1",99946,94949,4997,0.05,0.737,0.064
"ID","1994Q2",102227,97115,5111,0.05,0.754,0.078
"ID","1994Q3",104306,99090,5215,0.05,0.770,0.092
"ID","1994Q4",106139,100832,5307,0.05,0.783,0.105
"ID","1995Q1",107735,102348,5387,0.05,0.795,0.119
"ID","1995Q2",109112,103657,5456,0.05,0.805,0.132
"ID","1995Q3",110321,104805,5516,0.05,0.814,0.145
"ID","1995Q4",111414,105843,5571,0.05,0.822,0.158
"ID","1996Q1",112445,106823,5622,0.05,0.830,0.169
"ID","1996Q2",113457,107784,5673,0.05,0.837,0.181
"ID","1996Q3",114491,108766,5725,0.05,0.845,0.194
"ID","1996Q4",115557,109780,5778,0.05,0.853,0.208
"ID","1997Q1",116660,110827,5833,0.05,0.861,0.222
"ID","1997Q2",117819,111928,5891,0.05,0.869,0.239
"ID","1997Q3",119044,113092,5952,0.05,0.878,0.259
"ID","1997Q4",120319,114303,6016,0.05,0.888,0.283
"ID","1998Q1",121643,115561,6082,0.05,0.897,0.312
"ID","1998Q2",123014,116863,6151,0.05,0.908,0.345
"ID","1998Q3",124429,118208,6221,0.05,0.918,0.383
"ID","1998Q4",125904,119608,6295,0.05,0.929,0.425
"ID","1999Q1",127439,121067,6372,0.05,0.940,0.473
"ID","1999Q2",129017,122566,6451,0.05,0.952,0.530
"ID","1999Q3",130624,124093,6531,0.05,0.964,0.602
"ID","1999Q4",132257,125644,6613,0.05,0.976,0.700
"ID","2000Q1",133890,127196,6695,0.05,0.988,0.831
"ID","2000Q2",135536,128759,6777,0.05,1.000,1.000
"ID","2000Q3",137267,129109,8157,0.0594268282,1.013,1.206
"ID","2000Q4",139144,129674,9471,0.0680630571,1.027,1.403
"ID","2001Q1",141055,130612,10443,0.0740365655,1.041,1.554
"ID","2001Q2",142936,131772,11165,0.0781092036,1.055,1.666
"ID","2001Q3",144787,133044,11743,0.0811041161,1.068,1.756
"ID","2001Q4",146638,134302,12336,0.0841277689,1.082,1.849
"ID","2002Q1",148562,135232,13330,0.0897291583,1.096,1.998
"ID","2002Q2",150631,135973,14659,0.0973148104,1.111,2.202
"ID","2002Q3",152859,136434,16425,0.1074528104,1.128,2.473
"ID","2002Q4",155308,136543,18766,0.1208279319,1.146,2.833
"ID","2003Q1",158024,136658,21366,0.1352098835,1.166,3.237
"ID","2003Q2",161054,136789,24265,0.1506665984,1.188,3.688
"ID","2003Q3",164520,137396,27124,0.1648661111,1.214,4.135
"ID","2003Q4",168510,138930,29580,0.1755359371,1.243,4.524
"ID","2004Q1",173166,141615,31552,0.1822035095,1.278,4.839
"ID","2004Q2",178594,145189,33405,0.1870441444,1.318,5.141
"ID","2004Q3",184780,149128,35652,0.1929426615,1.363,5.507
"ID","2004Q4",191755,152925,38831,0.2025018457,1.415,6.021
"ID","2005Q1",199673,155916,43756,0.2191401736,1.473,6.814
"ID","2005Q2",208486,158452,50034,0.2399884546,1.538,7.826
"ID","2005Q3",218101,160739,57362,0.2630070865,1.609,9.012
"ID","2005Q4",228092,162976,65116,0.2854800019,1.683,10.278
"ID","2006Q1",237874,165374,72499,0.3047810547,1.755,11.499
"ID","2006Q2",246992,167764,79228,0.3207723745,1.822,12.626
"ID","2006Q3",255014,170021,84993,0.333288005,1.882,13.609
"ID","2006Q4",261740,172009,89730,0.3428236454,1.931,14.436
"ID","2007Q1",266881,173916,92964,0.348337144,1.969,15.044
"ID","2007Q2",270309,175577,94731,0.35045585,1.994,15.397
"ID","2007Q3",271977,177392,94585,0.3477683763,2.007,15.434
"ID","2007Q4",271928,179664,92264,0.3392952732,2.006,15.109
"ID","2008Q1",270205,182532,87673,0.3244697554,1.994,14.406
"ID","2008Q2",266972,185743,81230,0.3042628437,1.970,13.383
"ID","2008Q3",262893,188926,73967,0.2813579324,1.940,12.213
"ID","2008Q4",258474,191692,66782,0.2583705278,1.907,11.046
"ID","2009Q1",253950,193114,60835,0.2395570138,1.874,10.069
"ID","2009Q2",248913,193592,55321,0.2222517142,1.837,9.167
"ID","2009Q3",243247,192887,50360,0.2070327439,1.795,8.353
"ID","2009Q4",237039,190802,46237,0.1950604587,1.749,7.675
"ID","2010Q1",230367,188881,41486,0.1800860849,1.700,6.883
"ID","2010Q2",223579,187279,36300,0.1623604267,1.650,6.028
"ID","2010Q3",217048,187771,29277,0.1348880822,1.601,4.867
"ID","2010Q4",211345,192177,19168,0.0906942241,1.559,3.190
"ID","2011Q1",207271,196908,10364,0.05,1.529,1.485
"ID","2011Q2",205557,195279,10278,0.05,1.517,0.257
"ID","2011Q3",206459,196136,10323,0.05,1.523,0.217
"ID","2011Q4",209746,196149,13597,0.0648248822,1.548,0.286
"ID","2012Q1",215198,196176,19022,0.0883927264,1.588,0.401
"ID","2012Q2",222333,196221,26112,0.1174469268,1.640,0.551
"ID","2012Q3",230539,196286,34254,0.1485806465,1.701,0.724
"ID","2012Q4",239399,196371,43027,0.1797314394,1.766,0.911
"ID","2013Q1",248614,196478,52136,0.209707751,1.834,1.106
"IL","1975Q1",38434,34610,3824,0.0995061113,0.229,0.000
"IL","1975Q2",38662,34948,3714,0.0960560592,0.230,0.000
"IL","1975Q3",39099,35192,3907,0.099936995,0.233,0.000
"IL","1975Q4",39834,35380,4454,0.1118064555,0.237,0.000
"IL","1976Q1",40873,35644,5230,0.127953502,0.243,0.000
"IL","1976Q2",42233,35937,6296,0.1490836846,0.252,0.000
"IL","1976Q3",43867,36320,7548,0.1720540908,0.261,0.000
"IL","1976Q4",45680,36845,8835,0.1934148806,0.272,0.000
"IL","1977Q1",47634,37505,10129,0.2126486364,0.284,0.000
"IL","1977Q2",49627,38297,11330,0.2283023305,0.296,0.000
"IL","1977Q3",51647,39129,12518,0.2423762951,0.308,0.001
"IL","1977Q4",53739,39921,13819,0.2571395649,0.320,0.001
"IL","1978Q1",55762,40658,15105,0.2708763845,0.332,0.001
"IL","1978Q2",57591,41330,16261,0.2823505481,0.343,0.001
"IL","1978Q3",59018,42054,16964,0.287442395,0.352,0.001
"IL","1978Q4",59996,42919,17077,0.2846367942,0.357,0.001
"IL","1979Q1",60586,43978,16608,0.2741246945,0.361,0.001
"IL","1979Q2",60974,45206,15768,0.2586020366,0.363,0.001
"IL","1979Q3",61195,46502,14694,0.2401137996,0.365,0.001
"IL","1979Q4",61353,47778,13575,0.2212583428,0.365,0.001
"IL","1980Q1",61529,48930,12599,0.2047633633,0.367,0.001
"IL","1980Q2",61792,50031,11760,0.1903241235,0.368,0.000
"IL","1980Q3",62162,51122,11040,0.1776043468,0.370,0.000
"IL","1980Q4",62635,52246,10389,0.1658622016,0.373,0.000
"IL","1981Q1",63245,53453,9793,0.1548351613,0.377,0.000
"IL","1981Q2",63846,54682,9164,0.1435278215,0.380,0.000
"IL","1981Q3",64203,55906,8297,0.1292269654,0.382,0.000
"IL","1981Q4",64243,57086,7156,0.11139699,0.383,0.000
"IL","1982Q1",63974,58112,5862,0.0916383203,0.381,0.000
"IL","1982Q2",63630,59017,4612,0.0724884261,0.379,0.000
"IL","1982Q3",63404,59765,3639,0.0573935844,0.378,0.000
"IL","1982Q4",63492,60318,3175,0.05,0.378,0.000
"IL","1983Q1",63901,60706,3195,0.05,0.381,0.000
"IL","1983Q2",64571,61343,3229,0.05,0.385,0.000
"IL","1983Q3",65392,62122,3270,0.05,0.390,0.000
"IL","1983Q4",66290,62976,3315,0.05,0.395,0.000
"IL","1984Q1",67223,63862,3361,0.05,0.400,0.000
"IL","1984Q2",68180,64771,3409,0.05,0.406,0.000
"IL","1984Q3",69115,65660,3456,0.05,0.412,0.000
"IL","1984Q4",70035,66534,3502,0.05,0.417,0.000
"IL","1985Q1",70954,67406,3548,0.05,0.423,0.000
"IL","1985Q2",71921,68325,3596,0.05,0.428,0.001
"IL","1985Q3",72986,69337,3649,0.05,0.435,0.001
"IL","1985Q4",74196,70486,3710,0.05,0.442,0.001
"IL","1986Q1",75575,71796,3779,0.05,0.450,0.001
"IL","1986Q2",77145,73287,3857,0.05,0.460,0.001
"IL","1986Q3",78894,74950,3945,0.05,0.470,0.002
"IL","1986Q4",80798,76758,4040,0.05,0.481,0.002
"IL","1987Q1",82824,78683,4141,0.05,0.493,0.003
"IL","1987Q2",84941,80694,4247,0.05,0.506,0.004
"IL","1987Q3",87072,82719,4354,0.05,0.519,0.005
"IL","1987Q4",89192,84732,4460,0.05,0.531,0.006
"IL","1988Q1",91314,86749,4566,0.05,0.544,0.008
"IL","1988Q2",93429,88758,4671,0.05,0.557,0.011
"IL","1988Q3",95478,90704,4774,0.05,0.569,0.014
"IL","1988Q4",97439,92567,4872,0.05,0.580,0.017
"IL","1989Q1",99347,94379,4967,0.05,0.592,0.020
"IL","1989Q2",101197,96137,5060,0.05,0.603,0.023
"IL","1989Q3",102949,97802,5147,0.05,0.613,0.026
"IL","1989Q4",104544,99317,5227,0.05,0.623,0.029
"IL","1990Q1",105973,100674,5299,0.05,0.631,0.032
"IL","1990Q2",107246,101884,5362,0.05,0.639,0.037
"IL","1990Q3",108465,103042,5423,0.05,0.646,0.041
"IL","1990Q4",109578,104100,5479,0.05,0.653,0.045
"IL","1991Q1",110650,105117,5532,0.05,0.659,0.048
"IL","1991Q2",111717,106131,5586,0.05,0.666,0.050
"IL","1991Q3",112837,107195,5642,0.05,0.672,0.051
"IL","1991Q4",114032,108330,5702,0.05,0.679,0.054
"IL","1992Q1",115293,109528,5765,0.05,0.687,0.059
"IL","1992Q2",116611,110781,5831,0.05,0.695,0.064
"IL","1992Q3",117990,112090,5899,0.05,0.703,0.071
"IL","1992Q4",119449,113477,5972,0.05,0.712,0.077
"IL","1993Q1",120960,114912,6048,0.05,0.721,0.085
"IL","1993Q2",122526,116399,6126,0.05,0.730,0.092
"IL","1993Q3",124146,117939,6207,0.05,0.740,0.102
"IL","1993Q4",125788,119499,6289,0.05,0.749,0.115
"IL","1994Q1",127430,121059,6372,0.05,0.759,0.132
"IL","1994Q2",129000,122550,6450,0.05,0.768,0.152
"IL","1994Q3",130471,123815,6656,0.0510132175,0.777,0.170
"IL","1994Q4",131862,124768,7094,0.0538001636,0.786,0.181
"IL","1995Q1",133206,126026,7180,0.0539033959,0.794,0.183
"IL","1995Q2",134529,127478,7051,0.0524122052,0.801,0.180
"IL","1995Q3",135823,128940,6882,0.0506717745,0.809,0.176
"IL","1995Q4",137078,130224,6854,0.05,0.817,0.175
"IL","1996Q1",138295,131380,6915,0.05,0.824,0.183
"IL","1996Q2",139446,132473,6972,0.05,0.831,0.195
"IL","1996Q3",140511,133485,7026,0.05,0.837,0.210
"IL","1996Q4",141512,134105,7407,0.0523384499,0.843,0.222
"IL","1997Q1",142476,134919,7557,0.0530395215,0.849,0.227
"IL","1997Q2",143456,135882,7574,0.0527981406,0.855,0.228
"IL","1997Q3",144496,137004,7492,0.0518516593,0.861,0.225
"IL","1997Q4",145649,138298,7351,0.0504712346,0.868,0.221
"IL","1998Q1",146969,139621,7348,0.05,0.876,0.221
"IL","1998Q2",148503,141078,7425,0.05,0.885,0.227
"IL","1998Q3",150289,142774,7514,0.05,0.895,0.244
"IL","1998Q4",152313,144698,7616,0.05,0.907,0.280
"IL","1999Q1",154522,146796,7726,0.05,0.921,0.339
"IL","1999Q2",156894,149050,7845,0.05,0.935,0.426
"IL","1999Q3",159425,151453,7971,0.05,0.950,0.544
"IL","1999Q4",162097,153992,8105,0.05,0.966,0.687
"IL","2000Q1",164911,156666,8246,0.05,0.982,0.838
"IL","2000Q2",167866,159473,8393,0.05,1.000,1.000
"IL","2000Q3",170942,161041,9901,0.0579220005,1.018,1.181
"IL","2000Q4",174114,162679,11435,0.0656729319,1.037,1.365
"IL","2001Q1",177362,164272,13089,0.0738009339,1.057,1.568
"IL","2001Q2",180648,165849,14799,0.0819223671,1.076,1.776
"IL","2001Q3",183964,167499,16465,0.089500819,1.096,1.979
"IL","2001Q4",187330,169290,18040,0.0962980313,1.116,2.170
"IL","2002Q1",190784,171045,19739,0.1034641256,1.137,2.372
"IL","2002Q2",194337,172796,21541,0.1108435697,1.158,2.590
"IL","2002Q3",197996,174263,23733,0.1198659222,1.179,2.856
"IL","2002Q4",201772,175196,26576,0.1317135019,1.202,3.201
"IL","2003Q1",205652,175816,29836,0.1450784498,1.225,3.600
"IL","2003Q2",209633,176228,33405,0.1593480629,1.249,4.034
"IL","2003Q3",213696,177053,36642,0.1714701698,1.273,4.429
"IL","2003Q4",217827,178892,38935,0.1787411942,1.298,4.710
"IL","2004Q1",221997,182250,39747,0.1790434677,1.322,4.810
"IL","2004Q2",226230,186734,39496,0.1745820238,1.348,4.782
"IL","2004Q3",230549,191839,38710,0.1679036543,1.373,4.689
"IL","2004Q4",234954,197066,37888,0.161256942,1.400,4.591
"IL","2005Q1",239457,201553,37903,0.1582887678,1.426,4.594
"IL","2005Q2",244011,205686,38326,0.1570653053,1.454,4.647
"IL","2005Q3",248520,209461,39058,0.1571637833,1.480,4.738
"IL","2005Q4",252822,212889,39933,0.1579495732,1.506,4.846
"IL","2006Q1",256740,215998,40742,0.1586882169,1.529,4.945
"IL","2006Q2",260079,218820,41258,0.158638342,1.549,5.011
"IL","2006Q3",262728,221369,41359,0.1574228089,1.565,5.028
"IL","2006Q4",264631,223674,40957,0.154771809,1.576,4.985
"IL","2007Q1",265638,226108,39530,0.1488128068,1.582,4.821
"IL","2007Q2",265469,228557,36912,0.1390457595,1.581,4.507
"IL","2007Q3",264209,231328,32881,0.1244489873,1.574,4.019
"IL","2007Q4",262011,234700,27311,0.1042355246,1.561,3.340
"IL","2008Q1",258990,238651,20339,0.0785312018,1.543,2.489
"IL","2008Q2",255363,242595,12768,0.05,1.521,1.512
"IL","2008Q3",251455,238882,12573,0.05,1.498,0.542
"IL","2008Q4",247650,235267,12382,0.05,1.475,0.222
"IL","2009Q1",244217,232006,12211,0.05,1.455,0.122
"IL","2009Q2",241318,229252,12066,0.05,1.438,0.083
"IL","2009Q3",238920,226974,11946,0.05,1.423,0.067
"IL","2009Q4",236755,224917,11838,0.05,1.410,0.063
"IL","2010Q1",234648,222916,11732,0.05,1.398,0.056
"IL","2010Q2",232381,220762,11619,0.05,1.384,0.046
"IL","2010Q3",229811,218320,11491,0.05,1.369,0.027
"IL","2010Q4",227058,215705,11353,0.05,1.353,0.006
"IL","2011Q1",224318,213102,11216,0.05,1.336,0.001
"IL","2011Q2",221998,210898,11100,0.05,1.322,0.000
"IL","2011Q3",220388,209369,11019,0.05,1.313,0.000
"IL","2011Q4",219467,208493,10973,0.05,1.307,0.000
"IL","2012Q1",219294,208329,10965,0.05,1.306,0.000
"IL","2012Q2",219703,208333,11370,0.0517504164,1.309,0.000
"IL","2012Q3",220439,208338,12101,0.0548972088,1.313,0.000
"IL","2012Q4",221361,208343,13018,0.0588075204,1.319,0.000
"IL","2013Q1",222428,208350,14078,0.0632932406,1.325,0.000
"IN","1975Q1",25165,23582,1583,0.0628992653,0.215,0.000
"IN","1975Q2",25241,23875,1366,0.0541147795,0.215,0.000
"IN","1975Q3",25385,24115,1269,0.05,0.217,0.000
"IN","1975Q4",25623,24342,1281,0.05,0.219,0.000
"IN","1976Q1",26003,24703,1300,0.05,0.222,0.000
"IN","1976Q2",26574,25149,1425,0.0536315378,0.227,0.000
"IN","1976Q3",27279,25505,1774,0.0650302922,0.233,0.000
"IN","1976Q4",28087,25916,2171,0.0772922275,0.240,0.000
"IN","1977Q1",28957,26374,2583,0.0891968299,0.247,0.000
"IN","1977Q2",29925,26877,3048,0.1018448189,0.255,0.000
"IN","1977Q3",31040,27398,3642,0.1173286515,0.265,0.000
"IN","1977Q4",32288,27912,4377,0.1355459783,0.275,0.000
"IN","1978Q1",33642,28432,5211,0.1548814055,0.287,0.000
"IN","1978Q2",35036,28953,6083,0.1736206686,0.299,0.000
"IN","1978Q3",36421,29530,6890,0.1891910446,0.311,0.000
"IN","1978Q4",37752,30207,7545,0.1998637669,0.322,0.000
"IN","1979Q1",38991,30995,7996,0.2050624701,0.333,0.000
"IN","1979Q2",40065,31872,8193,0.2044826167,0.342,0.000
"IN","1979Q3",40940,32775,8166,0.1994513867,0.349,0.000
"IN","1979Q4",41642,33643,7999,0.1920871704,0.355,0.000
"IN","1980Q1",42225,34405,7820,0.1851967333,0.360,0.000
"IN","1980Q2",42732,35111,7621,0.1783448727,0.365,0.000
"IN","1980Q3",43226,35787,7439,0.172088042,0.369,0.000
"IN","1980Q4",43693,36467,7227,0.1653918129,0.373,0.000
"IN","1981Q1",44145,37215,6930,0.1569838417,0.377,0.000
"IN","1981Q2",44536,37998,6538,0.1468068511,0.380,0.000
"IN","1981Q3",44867,38827,6041,0.1346304645,0.383,0.000
"IN","1981Q4",45092,39708,5384,0.1194060015,0.385,0.000
"IN","1982Q1",45191,40582,4609,0.1019819854,0.386,0.000
"IN","1982Q2",45247,41449,3798,0.083932639,0.386,0.000
"IN","1982Q3",45337,42244,3093,0.0682325902,0.387,0.000
"IN","1982Q4",45522,42900,2623,0.057613012,0.388,0.000
"IN","1983Q1",45754,43357,2397,0.0523901526,0.390,0.000
"IN","1983Q2",45974,43663,2311,0.0502689269,0.392,0.000
"IN","1983Q3",46177,43868,2309,0.05,0.394,0.000
"IN","1983Q4",46403,44082,2320,0.05,0.396,0.000
"IN","1984Q1",46699,44364,2335,0.05,0.398,0.000
"IN","1984Q2",47081,44727,2354,0.05,0.402,0.000
"IN","1984Q3",47530,45153,2376,0.05,0.405,0.000
"IN","1984Q4",48064,45661,2403,0.05,0.410,0.000
"IN","1985Q1",48660,46227,2433,0.05,0.415,0.000
"IN","1985Q2",49314,46848,2466,0.05,0.421,0.000
"IN","1985Q3",50018,47517,2501,0.05,0.427,0.000
"IN","1985Q4",50778,48239,2539,0.05,0.433,0.000
"IN","1986Q1",51586,49007,2579,0.05,0.440,0.000
"IN","1986Q2",52432,49811,2622,0.05,0.447,0.000
"IN","1986Q3",53293,50628,2665,0.05,0.455,0.000
"IN","1986Q4",54148,51441,2707,0.05,0.462,0.000
"IN","1987Q1",54988,52239,2749,0.05,0.469,0.000
"IN","1987Q2",55805,53015,2790,0.05,0.476,0.000
"IN","1987Q3",56605,53775,2830,0.05,0.483,0.000
"IN","1987Q4",57399,54529,2870,0.05,0.490,0.000
"IN","1988Q1",58211,55300,2911,0.05,0.497,0.000
"IN","1988Q2",59018,56067,2951,0.05,0.503,0.001
"IN","1988Q3",59808,56818,2990,0.05,0.510,0.001
"IN","1988Q4",60599,57570,3030,0.05,0.517,0.001
"IN","1989Q1",61398,58329,3070,0.05,0.524,0.001
"IN","1989Q2",62202,59092,3110,0.05,0.531,0.001
"IN","1989Q3",62983,59834,3149,0.05,0.537,0.001
"IN","1989Q4",63714,60528,3186,0.05,0.544,0.001
"IN","1990Q1",64407,61187,3220,0.05,0.549,0.001
"IN","1990Q2",65073,61820,3254,0.05,0.555,0.002
"IN","1990Q3",65916,62621,3296,0.05,0.562,0.002
"IN","1990Q4",66740,63403,3337,0.05,0.569,0.002
"IN","1991Q1",67554,64176,3378,0.05,0.576,0.002
"IN","1991Q2",68360,64942,3418,0.05,0.583,0.002
"IN","1991Q3",69208,65747,3460,0.05,0.590,0.003
"IN","1991Q4",70135,66628,3507,0.05,0.598,0.003
"IN","1992Q1",71158,67600,3558,0.05,0.607,0.004
"IN","1992Q2",72270,68657,3614,0.05,0.617,0.005
"IN","1992Q3",73447,69774,3672,0.05,0.627,0.006
"IN","1992Q4",74676,70942,3734,0.05,0.637,0.007
"IN","1993Q1",75959,72161,3798,0.05,0.648,0.009
"IN","1993Q2",77293,73429,3865,0.05,0.659,0.010
"IN","1993Q3",78668,74735,3933,0.05,0.671,0.013
"IN","1993Q4",80063,76060,4003,0.05,0.683,0.016
"IN","1994Q1",81452,77380,4073,0.05,0.695,0.020
"IN","1994Q2",82835,78694,4142,0.05,0.707,0.024
"IN","1994Q3",84228,80017,4211,0.05,0.719,0.030
"IN","1994Q4",85643,81361,4282,0.05,0.731,0.036
"IN","1995Q1",87070,82717,4354,0.05,0.743,0.042
"IN","1995Q2",88482,84057,4424,0.05,0.755,0.047
"IN","1995Q3",89902,85407,4495,0.05,0.767,0.054
"IN","1995Q4",91323,86756,4566,0.05,0.779,0.062
"IN","1996Q1",92743,88106,4637,0.05,0.791,0.074
"IN","1996Q2",94138,89431,4707,0.05,0.803,0.088
"IN","1996Q3",95476,90702,4774,0.05,0.814,0.104
"IN","1996Q4",96743,91906,4837,0.05,0.825,0.122
"IN","1997Q1",97957,93059,4898,0.05,0.836,0.139
"IN","1997Q2",99173,94214,4959,0.05,0.846,0.158
"IN","1997Q3",100424,95402,5021,0.05,0.857,0.179
"IN","1997Q4",101735,96649,5087,0.05,0.868,0.205
"IN","1998Q1",103122,97966,5156,0.05,0.880,0.239
"IN","1998Q2",104588,99358,5229,0.05,0.892,0.283
"IN","1998Q3",106120,100814,5306,0.05,0.905,0.338
